,DISTRICT_NAME,Value,Crop,Metric,Year
3752,Baglung,320,BARLEY,PRODUCTION,1919-8788
3753,Baitadi,520,BARLEY,PRODUCTION,1919-8788
3754,Bajhang,580,BARLEY,PRODUCTION,1919-8788
3755,Bajura,920,BARLEY,PRODUCTION,1919-8788
3756,Banke,50,BARLEY,PRODUCTION,1919-8788
3757,Bara,190,BARLEY,PRODUCTION,1919-8788
3758,Bardiya,30,BARLEY,PRODUCTION,1919-8788
3759,Bhaktapur,20,BARLEY,PRODUCTION,1919-8788
3760,Bhojpur,60,BARLEY,PRODUCTION,1919-8788
3761,Chitwan,270,BARLEY,PRODUCTION,1919-8788
3762,Dadeldhura,530,BARLEY,PRODUCTION,1919-8788
3763,Dailekh,750,BARLEY,PRODUCTION,1919-8788
3764,Dang,110,BARLEY,PRODUCTION,1919-8788
3765,Darchula,750,BARLEY,PRODUCTION,1919-8788
3766,Dhading,300,BARLEY,PRODUCTION,1919-8788
3767,Dhankuta,30,BARLEY,PRODUCTION,1919-8788
3768,Dhanusa,330,BARLEY,PRODUCTION,1919-8788
3769,Dolakha,220,BARLEY,PRODUCTION,1919-8788
3770,Dolpa,450,BARLEY,PRODUCTION,1919-8788
3771,Doti,240,BARLEY,PRODUCTION,1919-8788
3772,Gorkha,220,BARLEY,PRODUCTION,1919-8788
3773,Gulmi,260,BARLEY,PRODUCTION,1919-8788
3774,Humla,260,BARLEY,PRODUCTION,1919-8788
3775,Ilam,120,BARLEY,PRODUCTION,1919-8788
3776,Jajarkot,650,BARLEY,PRODUCTION,1919-8788
3777,Jhapa,20,BARLEY,PRODUCTION,1919-8788
3778,Jumla,1500,BARLEY,PRODUCTION,1919-8788
3779,Kailali,250,BARLEY,PRODUCTION,1919-8788
3780,Kalikot,830,BARLEY,PRODUCTION,1919-8788
3781,Kanchanpur,200,BARLEY,PRODUCTION,1919-8788
3782,Kapilbastu,140,BARLEY,PRODUCTION,1919-8788
3783,Kaski,30,BARLEY,PRODUCTION,1919-8788
3784,Kathmandu,10,BARLEY,PRODUCTION,1919-8788
3785,Kavre,260,BARLEY,PRODUCTION,1919-8788
3786,Khotang,140,BARLEY,PRODUCTION,1919-8788
3787,Lalitpur,40,BARLEY,PRODUCTION,1919-8788
3788,Lamjung,200,BARLEY,PRODUCTION,1919-8788
3789,Mahottari,200,BARLEY,PRODUCTION,1919-8788
3790,Makwanpur,210,BARLEY,PRODUCTION,1919-8788
3791,Manang,460,BARLEY,PRODUCTION,1919-8788
3792,Morang,80,BARLEY,PRODUCTION,1919-8788
3793,Mugu,930,BARLEY,PRODUCTION,1919-8788
3794,Mustang,1000,BARLEY,PRODUCTION,1919-8788
3795,Myagdi,220,BARLEY,PRODUCTION,1919-8788
3796,Nawalparasi,60,BARLEY,PRODUCTION,1919-8788
3797,Nuwakot,60,BARLEY,PRODUCTION,1919-8788
3798,Okhaldhunga,100,BARLEY,PRODUCTION,1919-8788
3799,Palpa,370,BARLEY,PRODUCTION,1919-8788
3800,Panchthar,440,BARLEY,PRODUCTION,1919-8788
3801,Parbat,260,BARLEY,PRODUCTION,1919-8788
3802,Parsa,80,BARLEY,PRODUCTION,1919-8788
3803,Pyuthan,280,BARLEY,PRODUCTION,1919-8788
3804,Ramechhap,290,BARLEY,PRODUCTION,1919-8788
3805,Rasuwa,260,BARLEY,PRODUCTION,1919-8788
3806,Rautahat,740,BARLEY,PRODUCTION,1919-8788
3807,Rolpa,970,BARLEY,PRODUCTION,1919-8788
3808,Rukum,860,BARLEY,PRODUCTION,1919-8788
3809,Rupandehi,30,BARLEY,PRODUCTION,1919-8788
3810,Salyan,960,BARLEY,PRODUCTION,1919-8788
3811,Sankhuwasabha,240,BARLEY,PRODUCTION,1919-8788
3812,Saptari,60,BARLEY,PRODUCTION,1919-8788
3813,Sarlahi,160,BARLEY,PRODUCTION,1919-8788
3814,Sindhuli,200,BARLEY,PRODUCTION,1919-8788
3815,Sindhupalchok,320,BARLEY,PRODUCTION,1919-8788
3816,Siraha,20,BARLEY,PRODUCTION,1919-8788
3817,Solukhumbu,520,BARLEY,PRODUCTION,1919-8788
3818,Sunsari,30,BARLEY,PRODUCTION,1919-8788
3819,Surkhet,600,BARLEY,PRODUCTION,1919-8788
3820,Syangja,50,BARLEY,PRODUCTION,1919-8788
3821,Tanahu,30,BARLEY,PRODUCTION,1919-8788
3822,Taplejung,140,BARLEY,PRODUCTION,1919-8788
3823,Tehrathum,120,BARLEY,PRODUCTION,1919-8788
3824,Udayapur,30,BARLEY,PRODUCTION,1919-8788
3825,Achham,570,BARLEY,PRODUCTION,1919-8889
3826,Arghakhanchi,470,BARLEY,PRODUCTION,1919-8889
3827,Baglung,360,BARLEY,PRODUCTION,1919-8889
3828,Baitadi,580,BARLEY,PRODUCTION,1919-8889
3829,Bajhang,560,BARLEY,PRODUCTION,1919-8889
3830,Bajura,810,BARLEY,PRODUCTION,1919-8889
3831,Banke,40,BARLEY,PRODUCTION,1919-8889
3832,Bara,100,BARLEY,PRODUCTION,1919-8889
3833,Bardiya,90,BARLEY,PRODUCTION,1919-8889
3834,Bhaktapur,20,BARLEY,PRODUCTION,1919-8889
3835,Bhojpur,40,BARLEY,PRODUCTION,1919-8889
3836,Chitwan,480,BARLEY,PRODUCTION,1919-8889
3837,Dadeldhura,580,BARLEY,PRODUCTION,1919-8889
3838,Dailekh,720,BARLEY,PRODUCTION,1919-8889
3839,Dang,120,BARLEY,PRODUCTION,1919-8889
3840,Darchula,830,BARLEY,PRODUCTION,1919-8889
3841,Dhading,300,BARLEY,PRODUCTION,1919-8889
3842,Dhankuta,40,BARLEY,PRODUCTION,1919-8889
3843,Dhanusa,290,BARLEY,PRODUCTION,1919-8889
3844,Dolakha,270,BARLEY,PRODUCTION,1919-8889
3845,Dolpa,540,BARLEY,PRODUCTION,1919-8889
3846,Doti,310,BARLEY,PRODUCTION,1919-8889
3847,Gorkha,220,BARLEY,PRODUCTION,1919-8889
3848,Gulmi,340,BARLEY,PRODUCTION,1919-8889
3849,Humla,800,BARLEY,PRODUCTION,1919-8889
3850,Ilam,120,BARLEY,PRODUCTION,1919-8889
3851,Jajarkot,750,BARLEY,PRODUCTION,1919-8889
3852,Jhapa,10,BARLEY,PRODUCTION,1919-8889
3853,Jumla,1460,BARLEY,PRODUCTION,1919-8889
3854,Kailali,120,BARLEY,PRODUCTION,1919-8889
3855,Kalikot,750,BARLEY,PRODUCTION,1919-8889
3856,Kanchanpur,290,BARLEY,PRODUCTION,1919-8889
3857,Kapilbastu,150,BARLEY,PRODUCTION,1919-8889
3858,Kaski,100,BARLEY,PRODUCTION,1919-8889
3859,Kathmandu,10,BARLEY,PRODUCTION,1919-8889
3860,Kavre,300,BARLEY,PRODUCTION,1919-8889
3861,Khotang,180,BARLEY,PRODUCTION,1919-8889
3862,Lalitpur,40,BARLEY,PRODUCTION,1919-8889
3863,Lamjung,210,BARLEY,PRODUCTION,1919-8889
3864,Mahottari,190,BARLEY,PRODUCTION,1919-8889
3865,Makwanpur,240,BARLEY,PRODUCTION,1919-8889
3866,Manang,600,BARLEY,PRODUCTION,1919-8889
3867,Morang,90,BARLEY,PRODUCTION,1919-8889
3868,Mugu,920,BARLEY,PRODUCTION,1919-8889
3869,Mustang,990,BARLEY,PRODUCTION,1919-8889
3870,Myagdi,270,BARLEY,PRODUCTION,1919-8889
3871,Nawalparasi,100,BARLEY,PRODUCTION,1919-8889
3872,Nuwakot,60,BARLEY,PRODUCTION,1919-8889
3873,Okhaldhunga,100,BARLEY,PRODUCTION,1919-8889
3874,Palpa,340,BARLEY,PRODUCTION,1919-8889
3875,Panchthar,400,BARLEY,PRODUCTION,1919-8889
3876,Parbat,250,BARLEY,PRODUCTION,1919-8889
3877,Parsa,60,BARLEY,PRODUCTION,1919-8889
3878,Pyuthan,400,BARLEY,PRODUCTION,1919-8889
3879,Ramechhap,290,BARLEY,PRODUCTION,1919-8889
3880,Rasuwa,270,BARLEY,PRODUCTION,1919-8889
3881,Rautahat,700,BARLEY,PRODUCTION,1919-8889
3882,Rolpa,1530,BARLEY,PRODUCTION,1919-8889
3883,Rukum,1000,BARLEY,PRODUCTION,1919-8889
3884,Rupandehi,30,BARLEY,PRODUCTION,1919-8889
3885,Salyan,1260,BARLEY,PRODUCTION,1919-8889
3886,Sankhuwasabha,240,BARLEY,PRODUCTION,1919-8889
3887,Saptari,70,BARLEY,PRODUCTION,1919-8889
3888,Sarlahi,180,BARLEY,PRODUCTION,1919-8889
3889,Sindhuli,200,BARLEY,PRODUCTION,1919-8889
3890,Sindhupalchok,340,BARLEY,PRODUCTION,1919-8889
3891,Siraha,20,BARLEY,PRODUCTION,1919-8889
3892,Solukhumbu,520,BARLEY,PRODUCTION,1919-8889
3893,Sunsari,40,BARLEY,PRODUCTION,1919-8889
3894,Surkhet,950,BARLEY,PRODUCTION,1919-8889
3895,Syangja,40,BARLEY,PRODUCTION,1919-8889
3896,Tanahu,50,BARLEY,PRODUCTION,1919-8889
3897,Taplejung,160,BARLEY,PRODUCTION,1919-8889
3898,Tehrathum,110,BARLEY,PRODUCTION,1919-8889
3899,Udayapur,40,BARLEY,PRODUCTION,1919-8889
3900,Achham,660,BARLEY,PRODUCTION,1919-9091
3901,Arghakhanchi,480,BARLEY,PRODUCTION,1919-9091
3902,Baglung,370,BARLEY,PRODUCTION,1919-9091
3903,Baitadi,600,BARLEY,PRODUCTION,1919-9091
3904,Bajhang,600,BARLEY,PRODUCTION,1919-9091
3905,Bajura,810,BARLEY,PRODUCTION,1919-9091
3906,Banke,60,BARLEY,PRODUCTION,1919-9091
3907,Bara,100,BARLEY,PRODUCTION,1919-9091
3908,Bardiya,90,BARLEY,PRODUCTION,1919-9091
3909,Bhaktapur,30,BARLEY,PRODUCTION,1919-9091
3910,Bhojpur,70,BARLEY,PRODUCTION,1919-9091
3911,Chitwan,440,BARLEY,PRODUCTION,1919-9091
3912,Dadeldhura,600,BARLEY,PRODUCTION,1919-9091
3913,Dailekh,750,BARLEY,PRODUCTION,1919-9091
3914,Dang,150,BARLEY,PRODUCTION,1919-9091
3915,Darchula,810,BARLEY,PRODUCTION,1919-9091
3916,Dhading,330,BARLEY,PRODUCTION,1919-9091
3917,Dhankuta,50,BARLEY,PRODUCTION,1919-9091
3918,Dhanusa,290,BARLEY,PRODUCTION,1919-9091
3919,Dolakha,270,BARLEY,PRODUCTION,1919-9091
3920,Dolpa,570,BARLEY,PRODUCTION,1919-9091
3921,Doti,320,BARLEY,PRODUCTION,1919-9091
3922,Gorkha,230,BARLEY,PRODUCTION,1919-9091
3923,Gulmi,370,BARLEY,PRODUCTION,1919-9091
3924,Humla,780,BARLEY,PRODUCTION,1919-9091
3925,Ilam,120,BARLEY,PRODUCTION,1919-9091
3926,Jajarkot,770,BARLEY,PRODUCTION,1919-9091
3927,Jhapa,20,BARLEY,PRODUCTION,1919-9091
3928,Jumla,1480,BARLEY,PRODUCTION,1919-9091
3929,Kailali,120,BARLEY,PRODUCTION,1919-9091
3930,Kalikot,780,BARLEY,PRODUCTION,1919-9091
3931,Kanchanpur,280,BARLEY,PRODUCTION,1919-9091
3932,Kapilbastu,130,BARLEY,PRODUCTION,1919-9091
3933,Kaski,90,BARLEY,PRODUCTION,1919-9091
3934,Kathmandu,20,BARLEY,PRODUCTION,1919-9091
3935,Kavre,300,BARLEY,PRODUCTION,1919-9091
3936,Khotang,180,BARLEY,PRODUCTION,1919-9091
3937,Lalitpur,30,BARLEY,PRODUCTION,1919-9091
3938,Lamjung,210,BARLEY,PRODUCTION,1919-9091
3939,Mahottari,250,BARLEY,PRODUCTION,1919-9091
3940,Makwanpur,180,BARLEY,PRODUCTION,1919-9091
3941,Manang,550,BARLEY,PRODUCTION,1919-9091
3942,Morang,100,BARLEY,PRODUCTION,1919-9091
3943,Mugu,980,BARLEY,PRODUCTION,1919-9091
3944,Mustang,990,BARLEY,PRODUCTION,1919-9091
3945,Myagdi,270,BARLEY,PRODUCTION,1919-9091
3946,Nawalparasi,80,BARLEY,PRODUCTION,1919-9091
3947,Nuwakot,70,BARLEY,PRODUCTION,1919-9091
3948,Okhaldhunga,100,BARLEY,PRODUCTION,1919-9091
3949,Palpa,330,BARLEY,PRODUCTION,1919-9091
3950,Panchthar,430,BARLEY,PRODUCTION,1919-9091
3951,Parbat,320,BARLEY,PRODUCTION,1919-9091
3952,Parsa,90,BARLEY,PRODUCTION,1919-9091
3953,Pyuthan,550,BARLEY,PRODUCTION,1919-9091
3954,Ramechhap,300,BARLEY,PRODUCTION,1919-9091
3955,Rasuwa,300,BARLEY,PRODUCTION,1919-9091
3956,Rautahat,700,BARLEY,PRODUCTION,1919-9091
3957,Rolpa,1500,BARLEY,PRODUCTION,1919-9091
3958,Rukum,1010,BARLEY,PRODUCTION,1919-9091
3959,Rupandehi,30,BARLEY,PRODUCTION,1919-9091
3960,Salyan,1280,BARLEY,PRODUCTION,1919-9091
3961,Sankhuwasabha,220,BARLEY,PRODUCTION,1919-9091
3962,Saptari,80,BARLEY,PRODUCTION,1919-9091
3963,Sarlahi,190,BARLEY,PRODUCTION,1919-9091
3964,Sindhuli,200,BARLEY,PRODUCTION,1919-9091
3965,Sindhupalchok,280,BARLEY,PRODUCTION,1919-9091
3966,Siraha,30,BARLEY,PRODUCTION,1919-9091
3967,Solukhumbu,540,BARLEY,PRODUCTION,1919-9091
3968,Sunsari,50,BARLEY,PRODUCTION,1919-9091
3969,Surkhet,980,BARLEY,PRODUCTION,1919-9091
3970,Syangja,70,BARLEY,PRODUCTION,1919-9091
3971,Tanahu,80,BARLEY,PRODUCTION,1919-9091
3972,Taplejung,190,BARLEY,PRODUCTION,1919-9091
3973,Tehrathum,120,BARLEY,PRODUCTION,1919-9091
3974,Udayapur,40,BARLEY,PRODUCTION,1919-9091
3975,Achham,650,BARLEY,PRODUCTION,1919-9192
3976,Arghakhanchi,450,BARLEY,PRODUCTION,1919-9192
3977,Baglung,380,BARLEY,PRODUCTION,1919-9192
3978,Baitadi,640,BARLEY,PRODUCTION,1919-9192
3979,Bajhang,610,BARLEY,PRODUCTION,1919-9192
3980,Bajura,800,BARLEY,PRODUCTION,1919-9192
3981,Banke,40,BARLEY,PRODUCTION,1919-9192
3982,Bara,110,BARLEY,PRODUCTION,1919-9192
3983,Bardiya,100,BARLEY,PRODUCTION,1919-9192
3984,Bhaktapur,40,BARLEY,PRODUCTION,1919-9192
3985,Bhojpur,90,BARLEY,PRODUCTION,1919-9192
3986,Chitwan,430,BARLEY,PRODUCTION,1919-9192
3987,Dadeldhura,590,BARLEY,PRODUCTION,1919-9192
3988,Dailekh,740,BARLEY,PRODUCTION,1919-9192
3989,Dang,160,BARLEY,PRODUCTION,1919-9192
3990,Darchula,800,BARLEY,PRODUCTION,1919-9192
3991,Dhading,300,BARLEY,PRODUCTION,1919-9192
3992,Dhankuta,50,BARLEY,PRODUCTION,1919-9192
3993,Dhanusa,280,BARLEY,PRODUCTION,1919-9192
3994,Dolakha,250,BARLEY,PRODUCTION,1919-9192
3995,Dolpa,570,BARLEY,PRODUCTION,1919-9192
3996,Doti,300,BARLEY,PRODUCTION,1919-9192
3997,Gorkha,190,BARLEY,PRODUCTION,1919-9192
3998,Gulmi,340,BARLEY,PRODUCTION,1919-9192
3999,Humla,790,BARLEY,PRODUCTION,1919-9192
4000,Ilam,110,BARLEY,PRODUCTION,1919-9192
4001,Jajarkot,730,BARLEY,PRODUCTION,1919-9192
4002,Jhapa,20,BARLEY,PRODUCTION,1919-9192
4003,Jumla,1490,BARLEY,PRODUCTION,1919-9192
4004,Kailali,110,BARLEY,PRODUCTION,1919-9192
4005,Kalikot,780,BARLEY,PRODUCTION,1919-9192
4006,Kanchanpur,270,BARLEY,PRODUCTION,1919-9192
4007,Kapilbastu,120,BARLEY,PRODUCTION,1919-9192
4008,Kaski,90,BARLEY,PRODUCTION,1919-9192
4009,Kathmandu,30,BARLEY,PRODUCTION,1919-9192
4010,Kavre,290,BARLEY,PRODUCTION,1919-9192
4011,Khotang,180,BARLEY,PRODUCTION,1919-9192
4012,Lalitpur,40,BARLEY,PRODUCTION,1919-9192
4013,Lamjung,200,BARLEY,PRODUCTION,1919-9192
4014,Mahottari,250,BARLEY,PRODUCTION,1919-9192
4015,Makwanpur,180,BARLEY,PRODUCTION,1919-9192
4016,Manang,550,BARLEY,PRODUCTION,1919-9192
4017,Morang,110,BARLEY,PRODUCTION,1919-9192
4018,Mugu,970,BARLEY,PRODUCTION,1919-9192
4019,Mustang,1020,BARLEY,PRODUCTION,1919-9192
4020,Myagdi,290,BARLEY,PRODUCTION,1919-9192
4021,Nawalparasi,70,BARLEY,PRODUCTION,1919-9192
4022,Nuwakot,80,BARLEY,PRODUCTION,1919-9192
4023,Okhaldhunga,120,BARLEY,PRODUCTION,1919-9192
4024,Palpa,310,BARLEY,PRODUCTION,1919-9192
4025,Panchthar,410,BARLEY,PRODUCTION,1919-9192
4026,Parbat,290,BARLEY,PRODUCTION,1919-9192
4027,Parsa,80,BARLEY,PRODUCTION,1919-9192
4028,Pyuthan,540,BARLEY,PRODUCTION,1919-9192
4029,Ramechhap,310,BARLEY,PRODUCTION,1919-9192
4030,Rasuwa,300,BARLEY,PRODUCTION,1919-9192
4031,Rautahat,680,BARLEY,PRODUCTION,1919-9192
4032,Rolpa,1520,BARLEY,PRODUCTION,1919-9192
4033,Rukum,990,BARLEY,PRODUCTION,1919-9192
4034,Rupandehi,20,BARLEY,PRODUCTION,1919-9192
4035,Salyan,1320,BARLEY,PRODUCTION,1919-9192
4036,Sankhuwasabha,230,BARLEY,PRODUCTION,1919-9192
4037,Saptari,60,BARLEY,PRODUCTION,1919-9192
4038,Sarlahi,190,BARLEY,PRODUCTION,1919-9192
4039,Sindhuli,210,BARLEY,PRODUCTION,1919-9192
4040,Sindhupalchok,300,BARLEY,PRODUCTION,1919-9192
4041,Siraha,40,BARLEY,PRODUCTION,1919-9192
4042,Solukhumbu,530,BARLEY,PRODUCTION,1919-9192
4043,Sunsari,60,BARLEY,PRODUCTION,1919-9192
4044,Surkhet,930,BARLEY,PRODUCTION,1919-9192
4045,Syangja,80,BARLEY,PRODUCTION,1919-9192
4046,Tanahu,70,BARLEY,PRODUCTION,1919-9192
4047,Taplejung,200,BARLEY,PRODUCTION,1919-9192
4048,Tehrathum,110,BARLEY,PRODUCTION,1919-9192
4049,Udayapur,60,BARLEY,PRODUCTION,1919-9192
4050,Achham,670,BARLEY,PRODUCTION,1919-9293
4051,Arghakhanchi,460,BARLEY,PRODUCTION,1919-9293
4052,Baglung,410,BARLEY,PRODUCTION,1919-9293
4053,Baitadi,600,BARLEY,PRODUCTION,1919-9293
4054,Bajhang,610,BARLEY,PRODUCTION,1919-9293
4055,Bajura,790,BARLEY,PRODUCTION,1919-9293
4056,Banke,20,BARLEY,PRODUCTION,1919-9293
4057,Bara,90,BARLEY,PRODUCTION,1919-9293
4058,Bardiya,60,BARLEY,PRODUCTION,1919-9293
4059,Bhaktapur,30,BARLEY,PRODUCTION,1919-9293
4060,Bhojpur,80,BARLEY,PRODUCTION,1919-9293
4061,Chitwan,440,BARLEY,PRODUCTION,1919-9293
4062,Dadeldhura,590,BARLEY,PRODUCTION,1919-9293
4063,Dailekh,750,BARLEY,PRODUCTION,1919-9293
4064,Dang,140,BARLEY,PRODUCTION,1919-9293
4065,Darchula,800,BARLEY,PRODUCTION,1919-9293
4066,Dhading,310,BARLEY,PRODUCTION,1919-9293
4067,Dhankuta,40,BARLEY,PRODUCTION,1919-9293
4068,Dhanusa,250,BARLEY,PRODUCTION,1919-9293
4069,Dolakha,250,BARLEY,PRODUCTION,1919-9293
4070,Dolpa,590,BARLEY,PRODUCTION,1919-9293
4071,Doti,290,BARLEY,PRODUCTION,1919-9293
4072,Gorkha,230,BARLEY,PRODUCTION,1919-9293
4073,Gulmi,350,BARLEY,PRODUCTION,1919-9293
4074,Humla,800,BARLEY,PRODUCTION,1919-9293
4075,Ilam,130,BARLEY,PRODUCTION,1919-9293
4076,Jajarkot,780,BARLEY,PRODUCTION,1919-9293
4077,Jhapa,20,BARLEY,PRODUCTION,1919-9293
4078,Jumla,1500,BARLEY,PRODUCTION,1919-9293
4079,Kailali,90,BARLEY,PRODUCTION,1919-9293
4080,Kalikot,790,BARLEY,PRODUCTION,1919-9293
4081,Kanchanpur,270,BARLEY,PRODUCTION,1919-9293
4082,Kapilbastu,120,BARLEY,PRODUCTION,1919-9293
4083,Kaski,80,BARLEY,PRODUCTION,1919-9293
4084,Kathmandu,20,BARLEY,PRODUCTION,1919-9293
4085,Kavre,310,BARLEY,PRODUCTION,1919-9293
4086,Khotang,190,BARLEY,PRODUCTION,1919-9293
4087,Lalitpur,30,BARLEY,PRODUCTION,1919-9293
4088,Lamjung,200,BARLEY,PRODUCTION,1919-9293
4089,Mahottari,220,BARLEY,PRODUCTION,1919-9293
4090,Makwanpur,190,BARLEY,PRODUCTION,1919-9293
4091,Manang,550,BARLEY,PRODUCTION,1919-9293
4092,Morang,70,BARLEY,PRODUCTION,1919-9293
4093,Mugu,990,BARLEY,PRODUCTION,1919-9293
4094,Mustang,1040,BARLEY,PRODUCTION,1919-9293
4095,Myagdi,310,BARLEY,PRODUCTION,1919-9293
4096,Nawalparasi,50,BARLEY,PRODUCTION,1919-9293
4097,Nuwakot,70,BARLEY,PRODUCTION,1919-9293
4098,Okhaldhunga,120,BARLEY,PRODUCTION,1919-9293
4099,Palpa,300,BARLEY,PRODUCTION,1919-9293
4100,Panchthar,480,BARLEY,PRODUCTION,1919-9293
4101,Parbat,280,BARLEY,PRODUCTION,1919-9293
4102,Parsa,80,BARLEY,PRODUCTION,1919-9293
4103,Pyuthan,560,BARLEY,PRODUCTION,1919-9293
4104,Ramechhap,210,BARLEY,PRODUCTION,1919-9293
4105,Rasuwa,330,BARLEY,PRODUCTION,1919-9293
4106,Rautahat,640,BARLEY,PRODUCTION,1919-9293
4107,Rolpa,1530,BARLEY,PRODUCTION,1919-9293
4108,Rukum,1010,BARLEY,PRODUCTION,1919-9293
4109,Rupandehi,20,BARLEY,PRODUCTION,1919-9293
4110,Salyan,1320,BARLEY,PRODUCTION,1919-9293
4111,Sankhuwasabha,240,BARLEY,PRODUCTION,1919-9293
4112,Saptari,70,BARLEY,PRODUCTION,1919-9293
4113,Sarlahi,120,BARLEY,PRODUCTION,1919-9293
4114,Sindhuli,200,BARLEY,PRODUCTION,1919-9293
4115,Sindhupalchok,310,BARLEY,PRODUCTION,1919-9293
4116,Siraha,40,BARLEY,PRODUCTION,1919-9293
4117,Solukhumbu,550,BARLEY,PRODUCTION,1919-9293
4118,Sunsari,50,BARLEY,PRODUCTION,1919-9293
4119,Surkhet,950,BARLEY,PRODUCTION,1919-9293
4120,Syangja,80,BARLEY,PRODUCTION,1919-9293
4121,Tanahu,50,BARLEY,PRODUCTION,1919-9293
4122,Taplejung,250,BARLEY,PRODUCTION,1919-9293
4123,Tehrathum,120,BARLEY,PRODUCTION,1919-9293
4124,Udayapur,30,BARLEY,PRODUCTION,1919-9293
4125,Achham,474,BARLEY,PRODUCTION,1919-9394
4126,Arghakhanchi,1395,BARLEY,PRODUCTION,1919-9394
4127,Baglung,1419,BARLEY,PRODUCTION,1919-9394
4128,Baitadi,688,BARLEY,PRODUCTION,1919-9394
4129,Bajhang,900,BARLEY,PRODUCTION,1919-9394
4130,Bajura,1038,BARLEY,PRODUCTION,1919-9394
4131,Banke,38,BARLEY,PRODUCTION,1919-9394
4132,Bara,109,BARLEY,PRODUCTION,1919-9394
4133,Bardiya,53,BARLEY,PRODUCTION,1919-9394
4134,Bhaktapur,30,BARLEY,PRODUCTION,1919-9394
4135,Bhojpur,29,BARLEY,PRODUCTION,1919-9394
4136,Chitwan,159,BARLEY,PRODUCTION,1919-9394
4137,Dadeldhura,591,BARLEY,PRODUCTION,1919-9394
4138,Dailekh,372,BARLEY,PRODUCTION,1919-9394
4139,Dang,902,BARLEY,PRODUCTION,1919-9394
4140,Darchula,1170,BARLEY,PRODUCTION,1919-9394
4141,Dhading,401,BARLEY,PRODUCTION,1919-9394
4142,Dhankuta,20,BARLEY,PRODUCTION,1919-9394
4143,Dhanusa,33,BARLEY,PRODUCTION,1919-9394
4144,Dolakha,119,BARLEY,PRODUCTION,1919-9394
4145,Dolpa,393,BARLEY,PRODUCTION,1919-9394
4146,Doti,496,BARLEY,PRODUCTION,1919-9394
4147,Gorkha,536,BARLEY,PRODUCTION,1919-9394
4148,Gulmi,865,BARLEY,PRODUCTION,1919-9394
4149,Humla,688,BARLEY,PRODUCTION,1919-9394
4150,Ilam,220,BARLEY,PRODUCTION,1919-9394
4151,Jajarkot,711,BARLEY,PRODUCTION,1919-9394
4152,Jhapa,20,BARLEY,PRODUCTION,1919-9394
4153,Jumla,1504,BARLEY,PRODUCTION,1919-9394
4154,Kailali,136,BARLEY,PRODUCTION,1919-9394
4155,Kalikot,1008,BARLEY,PRODUCTION,1919-9394
4156,Kanchanpur,193,BARLEY,PRODUCTION,1919-9394
4157,Kapilbastu,139,BARLEY,PRODUCTION,1919-9394
4158,Kaski,142,BARLEY,PRODUCTION,1919-9394
4159,Kathmandu,10,BARLEY,PRODUCTION,1919-9394
4160,Kavre,499,BARLEY,PRODUCTION,1919-9394
4161,Khotang,284,BARLEY,PRODUCTION,1919-9394
4162,Lalitpur,30,BARLEY,PRODUCTION,1919-9394
4163,Lamjung,182,BARLEY,PRODUCTION,1919-9394
4164,Mahottari,57,BARLEY,PRODUCTION,1919-9394
4165,Makwanpur,45,BARLEY,PRODUCTION,1919-9394
4166,Manang,237,BARLEY,PRODUCTION,1919-9394
4167,Morang,30,BARLEY,PRODUCTION,1919-9394
4168,Mugu,990,BARLEY,PRODUCTION,1919-9394
4169,Mustang,845,BARLEY,PRODUCTION,1919-9394
4170,Myagdi,1600,BARLEY,PRODUCTION,1919-9394
4171,Nawalparasi,70,BARLEY,PRODUCTION,1919-9394
4172,Nuwakot,100,BARLEY,PRODUCTION,1919-9394
4173,Okhaldhunga,214,BARLEY,PRODUCTION,1919-9394
4174,Palpa,770,BARLEY,PRODUCTION,1919-9394
4175,Panchthar,292,BARLEY,PRODUCTION,1919-9394
4176,Parbat,337,BARLEY,PRODUCTION,1919-9394
4177,Parsa,50,BARLEY,PRODUCTION,1919-9394
4178,Pyuthan,3416,BARLEY,PRODUCTION,1919-9394
4179,Ramechhap,288,BARLEY,PRODUCTION,1919-9394
4180,Rasuwa,196,BARLEY,PRODUCTION,1919-9394
4181,Rautahat,49,BARLEY,PRODUCTION,1919-9394
4182,Rolpa,2770,BARLEY,PRODUCTION,1919-9394
4183,Rukum,1019,BARLEY,PRODUCTION,1919-9394
4184,Rupandehi,70,BARLEY,PRODUCTION,1919-9394
4185,Salyan,1323,BARLEY,PRODUCTION,1919-9394
4186,Sankhuwasabha,315,BARLEY,PRODUCTION,1919-9394
4187,Saptari,10,BARLEY,PRODUCTION,1919-9394
4188,Sarlahi,80,BARLEY,PRODUCTION,1919-9394
4189,Sindhuli,116,BARLEY,PRODUCTION,1919-9394
4190,Sindhupalchok,224,BARLEY,PRODUCTION,1919-9394
4191,Siraha,20,BARLEY,PRODUCTION,1919-9394
4192,Solukhumbu,240,BARLEY,PRODUCTION,1919-9394
4193,Sunsari,20,BARLEY,PRODUCTION,1919-9394
4194,Surkhet,582,BARLEY,PRODUCTION,1919-9394
4195,Syangja,70,BARLEY,PRODUCTION,1919-9394
4196,Tanahu,45,BARLEY,PRODUCTION,1919-9394
4197,Taplejung,554,BARLEY,PRODUCTION,1919-9394
4198,Tehrathum,88,BARLEY,PRODUCTION,1919-9394
4199,Udayapur,29,BARLEY,PRODUCTION,1919-9394
4200,Achham,484,BARLEY,PRODUCTION,1919-9495
